threshold,pr_auc,roc_auc,precision,recall,f1,tn,fp,fn,tp
0.59,0.35571598393815174,0.8763612605894485,0.7397959183673469,0.21771771771771772,0.33642691415313225,21405,51,521,145
0.6,0.35571598393815174,0.8763612605894485,0.7397959183673469,0.21771771771771772,0.33642691415313225,21405,51,521,145
0.61,0.35571598393815174,0.8763612605894485,0.7397959183673469,0.21771771771771772,0.33642691415313225,21405,51,521,145
0.62,0.35571598393815174,0.8763612605894485,0.7397959183673469,0.21771771771771772,0.33642691415313225,21405,51,521,145
0.63,0.35571598393815174,0.8763612605894485,0.7397959183673469,0.21771771771771772,0.33642691415313225,21405,51,521,145
0.64,0.35571598393815174,0.8763612605894485,0.7397959183673469,0.21771771771771772,0.33642691415313225,21405,51,521,145
0.65,0.35571598393815174,0.8763612605894485,0.7397959183673469,0.21771771771771772,0.33642691415313225,21405,51,521,145
0.66,0.35571598393815174,0.8763612605894485,0.7397959183673469,0.21771771771771772,0.33642691415313225,21405,51,521,145
0.67,0.35571598393815174,0.8763612605894485,0.7397959183673469,0.21771771771771772,0.33642691415313225,21405,51,521,145
0.68,0.35571598393815174,0.8763612605894485,0.7397959183673469,0.21771771771771772,0.33642691415313225,21405,51,521,145
0.69,0.35571598393815174,0.8763612605894485,0.7397959183673469,0.21771771771771772,0.33642691415313225,21405,51,521,145
0.7,0.35571598393815174,0.8763612605894485,0.7397959183673469,0.21771771771771772,0.33642691415313225,21405,51,521,145
0.71,0.35571598393815174,0.8763612605894485,0.7397959183673469,0.21771771771771772,0.33642691415313225,21405,51,521,145
0.72,0.35571598393815174,0.8763612605894485,0.7397959183673469,0.21771771771771772,0.33642691415313225,21405,51,521,145
0.73,0.35571598393815174,0.8763612605894485,0.7397959183673469,0.21771771771771772,0.33642691415313225,21405,51,521,145
0.74,0.35571598393815174,0.8763612605894485,0.7397959183673469,0.21771771771771772,0.33642691415313225,21405,51,521,145
0.75,0.35571598393815174,0.8763612605894485,0.7397959183673469,0.21771771771771772,0.33642691415313225,21405,51,521,145
0.76,0.35571598393815174,0.8763612605894485,0.7397959183673469,0.21771771771771772,0.33642691415313225,21405,51,521,145
0.77,0.35571598393815174,0.8763612605894485,0.8333333333333334,0.16516516516516516,0.2756892230576441,21434,22,556,110
0.78,0.35571598393815174,0.8763612605894485,0.8294573643410853,0.16066066066066065,0.2691823899371069,21434,22,559,107
0.79,0.35571598393815174,0.8763612605894485,0.8294573643410853,0.16066066066066065,0.2691823899371069,21434,22,559,107
0.8,0.35571598393815174,0.8763612605894485,0.8346456692913385,0.15915915915915915,0.2673392181588903,21435,21,560,106
0.81,0.35571598393815174,0.8763612605894485,0.8387096774193549,0.15615615615615616,0.26329113924050634,21436,20,562,104
0.82,0.35571598393815174,0.8763612605894485,0.8387096774193549,0.15615615615615616,0.26329113924050634,21436,20,562,104
0.83,0.35571598393815174,0.8763612605894485,0.8387096774193549,0.15615615615615616,0.26329113924050634,21436,20,562,104
0.84,0.35571598393815174,0.8763612605894485,0.8387096774193549,0.15615615615615616,0.26329113924050634,21436,20,562,104
0.85,0.35571598393815174,0.8763612605894485,1.0,0.009009009009009009,0.017857142857142856,21456,0,660,6
0.86,0.35571598393815174,0.8763612605894485,1.0,0.0075075075075075074,0.014903129657228018,21456,0,661,5
0.87,0.35571598393815174,0.8763612605894485,1.0,0.0075075075075075074,0.014903129657228018,21456,0,661,5
0.88,0.35571598393815174,0.8763612605894485,1.0,0.0075075075075075074,0.014903129657228018,21456,0,661,5
0.89,0.35571598393815174,0.8763612605894485,1.0,0.0075075075075075074,0.014903129657228018,21456,0,661,5
0.9,0.35571598393815174,0.8763612605894485,1.0,0.0075075075075075074,0.014903129657228018,21456,0,661,5
0.91,0.35571598393815174,0.8763612605894485,1.0,0.0075075075075075074,0.014903129657228018,21456,0,661,5
0.92,0.35571598393815174,0.8763612605894485,1.0,0.0075075075075075074,0.014903129657228018,21456,0,661,5
0.93,0.35571598393815174,0.8763612605894485,1.0,0.0075075075075075074,0.014903129657228018,21456,0,661,5
0.94,0.35571598393815174,0.8763612605894485,1.0,0.0075075075075075074,0.014903129657228018,21456,0,661,5
0.95,0.35571598393815174,0.8763612605894485,1.0,0.0075075075075075074,0.014903129657228018,21456,0,661,5
