threshold,pr_auc,roc_auc,precision,recall,f1,tn,fp,fn,tp
0.32,0.3942961608307701,0.882710851204486,0.5660818713450292,0.33657858136300417,0.4221543829044919,42436,371,954,484
0.33,0.3942961608307701,0.882710851204486,0.5660818713450292,0.33657858136300417,0.4221543829044919,42436,371,954,484
0.34,0.3942961608307701,0.882710851204486,0.5670588235294117,0.33518776077885953,0.42132867132867136,42439,368,956,482
0.35,0.3942961608307701,0.882710851204486,0.5683962264150944,0.33518776077885953,0.4216972878390201,42441,366,956,482
0.36,0.3942961608307701,0.882710851204486,0.5690672963400236,0.33518776077885953,0.4218818380743983,42442,365,956,482
0.37,0.3942961608307701,0.882710851204486,0.5710900473933649,0.33518776077885953,0.4224364592462752,42445,362,956,482
0.38,0.3942961608307701,0.882710851204486,0.571767497034401,0.33518776077885953,0.42262165716790884,42446,361,956,482
0.39,0.3942961608307701,0.882710851204486,0.5927367055771725,0.31780250347705147,0.4137618832050702,42493,314,981,457
0.4,0.3942961608307701,0.882710851204486,0.5927367055771725,0.31780250347705147,0.4137618832050702,42493,314,981,457
0.41,0.3942961608307701,0.882710851204486,0.5927367055771725,0.31780250347705147,0.4137618832050702,42493,314,981,457
0.42,0.3942961608307701,0.882710851204486,0.5927367055771725,0.31780250347705147,0.4137618832050702,42493,314,981,457
0.43,0.3942961608307701,0.882710851204486,0.5927367055771725,0.31780250347705147,0.4137618832050702,42493,314,981,457
0.44,0.3942961608307701,0.882710851204486,0.5927367055771725,0.31780250347705147,0.4137618832050702,42493,314,981,457
0.45,0.3942961608307701,0.882710851204486,0.6134800550206327,0.3101529902642559,0.4120092378752887,42526,281,992,446
0.46,0.3942961608307701,0.882710851204486,0.6134800550206327,0.3101529902642559,0.4120092378752887,42526,281,992,446
0.47,0.3942961608307701,0.882710851204486,0.6134800550206327,0.3101529902642559,0.4120092378752887,42526,281,992,446
0.48,0.3942961608307701,0.882710851204486,0.6410658307210031,0.28442280945758,0.3940269749518304,42578,229,1029,409
0.49,0.3942961608307701,0.882710851204486,0.6410658307210031,0.28442280945758,0.3940269749518304,42578,229,1029,409
0.5,0.3942961608307701,0.882710851204486,0.6430817610062893,0.28442280945758,0.3944069431051109,42580,227,1029,409
0.51,0.3942961608307701,0.882710851204486,0.6596491228070176,0.2614742698191933,0.3745019920318725,42613,194,1062,376
0.52,0.3942961608307701,0.882710851204486,0.6596491228070176,0.2614742698191933,0.3745019920318725,42613,194,1062,376
0.53,0.3942961608307701,0.882710851204486,0.6596491228070176,0.2614742698191933,0.3745019920318725,42613,194,1062,376
0.54,0.3942961608307701,0.882710851204486,0.6596491228070176,0.2614742698191933,0.3745019920318725,42613,194,1062,376
0.55,0.3942961608307701,0.882710851204486,0.6596491228070176,0.2614742698191933,0.3745019920318725,42613,194,1062,376
0.56,0.3942961608307701,0.882710851204486,0.6596491228070176,0.2614742698191933,0.3745019920318725,42613,194,1062,376
0.57,0.3942961608307701,0.882710851204486,0.6596491228070176,0.2614742698191933,0.3745019920318725,42613,194,1062,376
0.58,0.3942961608307701,0.882710851204486,0.6596491228070176,0.2614742698191933,0.3745019920318725,42613,194,1062,376
0.59,0.3942961608307701,0.882710851204486,0.7133333333333334,0.22322670375521558,0.3400423728813559,42678,129,1117,321
0.6,0.3942961608307701,0.882710851204486,0.7133333333333334,0.22322670375521558,0.3400423728813559,42678,129,1117,321
0.61,0.3942961608307701,0.882710851204486,0.7133333333333334,0.22322670375521558,0.3400423728813559,42678,129,1117,321
0.62,0.3942961608307701,0.882710851204486,0.7133333333333334,0.22322670375521558,0.3400423728813559,42678,129,1117,321
0.63,0.3942961608307701,0.882710851204486,0.7133333333333334,0.22322670375521558,0.3400423728813559,42678,129,1117,321
0.64,0.3942961608307701,0.882710851204486,0.7126948775055679,0.22253129346314326,0.33916269210386857,42678,129,1118,320
0.65,0.3942961608307701,0.882710851204486,0.7126948775055679,0.22253129346314326,0.33916269210386857,42678,129,1118,320
0.66,0.3942961608307701,0.882710851204486,0.7126948775055679,0.22253129346314326,0.33916269210386857,42678,129,1118,320
0.67,0.3942961608307701,0.882710851204486,0.7182448036951501,0.21627260083449235,0.3324425440940673,42685,122,1127,311
0.68,0.3942961608307701,0.882710851204486,0.7641509433962265,0.1689847009735744,0.2767653758542141,42732,75,1195,243
0.69,0.3942961608307701,0.882710851204486,0.7665615141955836,0.1689847009735744,0.27692307692307694,42733,74,1195,243
0.7,0.3942961608307701,0.882710851204486,0.7658227848101266,0.16828929068150209,0.2759407069555302,42733,74,1196,242
0.71,0.3942961608307701,0.882710851204486,0.7908745247148289,0.14464534075104313,0.24456202233980012,42752,55,1230,208
0.72,0.3942961608307701,0.882710851204486,0.7908745247148289,0.14464534075104313,0.24456202233980012,42752,55,1230,208
0.73,0.3942961608307701,0.882710851204486,0.7908745247148289,0.14464534075104313,0.24456202233980012,42752,55,1230,208
0.74,0.3942961608307701,0.882710851204486,0.7908745247148289,0.14464534075104313,0.24456202233980012,42752,55,1230,208
0.75,0.3942961608307701,0.882710851204486,0.7908745247148289,0.14464534075104313,0.24456202233980012,42752,55,1230,208
0.76,0.3942961608307701,0.882710851204486,0.7908745247148289,0.14464534075104313,0.24456202233980012,42752,55,1230,208
0.77,0.3942961608307701,0.882710851204486,0.7908745247148289,0.14464534075104313,0.24456202233980012,42752,55,1230,208
0.78,0.3942961608307701,0.882710851204486,0.7908745247148289,0.14464534075104313,0.24456202233980012,42752,55,1230,208
0.79,0.3942961608307701,0.882710851204486,0.7908745247148289,0.14464534075104313,0.24456202233980012,42752,55,1230,208
0.8,0.3942961608307701,0.882710851204486,0.7908745247148289,0.14464534075104313,0.24456202233980012,42752,55,1230,208
0.81,0.3942961608307701,0.882710851204486,0.7908745247148289,0.14464534075104313,0.24456202233980012,42752,55,1230,208
0.82,0.3942961608307701,0.882710851204486,0.7908745247148289,0.14464534075104313,0.24456202233980012,42752,55,1230,208
0.83,0.3942961608307701,0.882710851204486,0.8106995884773662,0.13699582753824757,0.23438429506246283,42761,46,1241,197
0.84,0.3942961608307701,0.882710851204486,0.8281938325991189,0.13073713490959665,0.22582582582582583,42768,39,1250,188
0.85,0.3942961608307701,0.882710851204486,0.8281938325991189,0.13073713490959665,0.22582582582582583,42768,39,1250,188
0.86,0.3942961608307701,0.882710851204486,0.8281938325991189,0.13073713490959665,0.22582582582582583,42768,39,1250,188
0.87,0.3942961608307701,0.882710851204486,0.8281938325991189,0.13073713490959665,0.22582582582582583,42768,39,1250,188
0.88,0.3942961608307701,0.882710851204486,0.8281938325991189,0.13073713490959665,0.22582582582582583,42768,39,1250,188
0.89,0.3942961608307701,0.882710851204486,0.8281938325991189,0.13073713490959665,0.22582582582582583,42768,39,1250,188
0.9,0.3942961608307701,0.882710851204486,0.8440860215053764,0.10917941585535466,0.1933497536945813,42778,29,1281,157
0.91,0.3942961608307701,0.882710851204486,0.842391304347826,0.10778859527121001,0.19112207151664612,42778,29,1283,155
0.92,0.3942961608307701,0.882710851204486,0.8516483516483516,0.10778859527121001,0.19135802469135801,42780,27,1283,155
0.93,0.3942961608307701,0.882710851204486,0.8650306748466258,0.09805285118219749,0.17613991255465333,42785,22,1297,141
0.94,0.3942961608307701,0.882710851204486,0.8580645161290322,0.09248956884561892,0.1669805398618958,42785,22,1305,133
0.95,0.3942961608307701,0.882710851204486,0.8580645161290322,0.09248956884561892,0.1669805398618958,42785,22,1305,133
